CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2023-03-10,0,HÀ NỘI,2000,138839,13303961579
2023-03-19,0,HÀ NỘI,1500,34213,8952224804
2022-01-03,0,HÀ NỘI,2000,180051,22619121488
2023-04-17,0,HÀ NỘI,2000,139730,14426988998
2023-10-05,0,HÀ NỘI,1500,25991,5481149312
2022-08-07,0,HÀ NỘI,2000,219665,25739768499
2022-06-06,0,HÀ NỘI,2000,199192,21864761673
2024-03-11,0,HỒ CHÍ MINH,1500,9224,1926483103
2023-04-03,1,HỒ CHÍ MINH,2000,27017,3896622197
2023-12-18,1,HỒ CHÍ MINH,2000,53625,6907285900
2023-08-14,0,HỒ CHÍ MINH,2000,72815,7297139893
2023-12-19,1,HÀ NỘI,2000,96858,11178521074
2023-10-25,0,HÀ NỘI,2000,100131,8560567269
2023-10-18,1,HỒ CHÍ MINH,1500,5801,1499818972
2023-07-12,0,HỒ CHÍ MINH,1500,9485,1726907695
2024-01-04,0,HỒ CHÍ MINH,2000,57626,6717319319
2023-09-17,1,HÀ NỘI,1500,23413,8747446246
2023-06-13,0,HỒ CHÍ MINH,1500,8784,1744324217
2022-11-04,1,HỒ CHÍ MINH,2000,5166,892559909
2022-05-30,0,HỒ CHÍ MINH,1500,13846,3532423839
2023-10-27,0,HỒ CHÍ MINH,1500,7764,1448402217
2023-02-17,1,HỒ CHÍ MINH,1500,2775,756237228
2023-09-06,0,HỒ CHÍ MINH,1009,166,9829094
2023-05-23,1,HÀ NỘI,1009,22,3746150
2023-12-24,0,HÀ NỘI,1009,69,3634970
2023-01-29,1,HỒ CHÍ MINH,1009,80,7253467
2023-04-10,1,HỒ CHÍ MINH,1009,74,8472300
2024-01-07,0,HỒ CHÍ MINH,1009,71,2428806
2022-10-22,1,HÀ NỘI,1009,13,1039400
2022-03-03,0,HÀ NỘI,2000,178353,22011042966
2023-09-09,0,HÀ NỘI,1009,17,1052300
2022-09-25,0,HÀ NỘI,1009,36,2729710
2023-03-23,0,HỒ CHÍ MINH,1500,7906,1719601255
2022-10-12,0,HÀ NỘI,1500,41930,10103436545
2022-04-20,0,HỒ CHÍ MINH,1500,12396,3332824855
2023-12-19,0,HÀ NỘI,1009,74,3079930
2023-05-05,1,HỒ CHÍ MINH,1500,5732,1486784140
2022-06-21,0,HÀ NỘI,2000,228034,24475748519
2022-12-04,0,HÀ NỘI,1009,42,3337650
2023-05-15,0,HÀ NỘI,1500,23166,4497481231
2022-02-06,0,HỒ CHÍ MINH,2000,80898,10461540813
2023-01-03,1,HÀ NỘI,2000,5968,882255018
2022-07-19,0,HÀ NỘI,2000,215946,24386037418
2022-04-19,0,HÀ NỘI,1500,35583,9217579406
2023-04-30,0,HÀ NỘI,1009,70,5119335
2023-01-21,0,HÀ NỘI,2000,105627,18884033156
2024-01-02,1,HỒ CHÍ MINH,2000,55803,6948945678
2023-03-20,1,HỒ CHÍ MINH,1500,4794,1229626341
2023-08-09,1,HÀ NỘI,1500,17833,5156629015
2024-01-22,0,HỒ CHÍ MINH,2000,54928,5197925168
2023-05-28,0,HÀ NỘI,1009,80,5418600
2022-10-28,0,HÀ NỘI,2000,192596,19521614285
2022-04-07,0,HÀ NỘI,2000,190106,20889501515
2022-07-06,0,HÀ NỘI,2000,229292,25194566739
2023-06-22,0,HÀ NỘI,2000,126288,11709892121
2022-05-10,0,HỒ CHÍ MINH,2000,107864,14850713430
2022-11-26,0,HỒ CHÍ MINH,2000,114235,13511477919
2023-11-24,0,HỒ CHÍ MINH,2000,69333,6019136513
2022-11-06,0,HỒ CHÍ MINH,2000,125230,15268052622
2022-09-25,0,HỒ CHÍ MINH,1500,17992,5483128053
2022-07-03,0,HÀ NỘI,1500,54968,16980851177
2023-05-25,0,HÀ NỘI,2000,126385,10842369337
2023-12-01,1,HÀ NỘI,2000,92622,10827641925
2023-09-23,1,HÀ NỘI,1500,21168,7688316843
2023-07-14,1,HỒ CHÍ MINH,2000,30069,4528656055
2023-02-14,1,HÀ NỘI,1500,11270,3146903643
2023-12-25,1,HÀ NỘI,2000,96828,11089958612
2024-02-13,1,HỒ CHÍ MINH,2000,23791,3370010998
2023-09-05,0,HÀ NỘI,1500,31258,5880879156
2023-09-27,1,HÀ NỘI,2000,95211,13044002440
2022-11-10,1,HỒ CHÍ MINH,2000,4917,808933036
2022-10-26,1,HÀ NỘI,2000,5338,756025371
2023-08-25,1,HÀ NỘI,1500,16896,5244837909
2023-08-02,1,HỒ CHÍ MINH,2000,34881,5026069486
2023-01-13,1,HỒ CHÍ MINH,2000,18583,3392832595
2022-09-14,1,HÀ NỘI,2000,6514,985589482
2024-03-01,0,HỒ CHÍ MINH,1500,8910,2082587801
2023-09-20,1,HỒ CHÍ MINH,1500,5671,1569477035
2024-02-08,1,HỒ CHÍ MINH,1009,103,17953394
2023-07-28,0,HỒ CHÍ MINH,1009,99,4658852
2024-02-04,1,HỒ CHÍ MINH,1009,208,99878057
2022-12-18,0,HỒ CHÍ MINH,2000,122433,14395777618
2022-12-20,1,HỒ CHÍ MINH,1009,68,4954700
2023-04-07,0,HÀ NỘI,1009,94,12251360
2022-11-13,0,HÀ NỘI,1009,30,1371100
2022-04-15,0,HỒ CHÍ MINH,1500,12718,3272915312
2024-03-16,0,HỒ CHÍ MINH,1009,33,1367470
2022-11-06,1,HÀ NỘI,1009,13,2367600
2023-10-29,1,HÀ NỘI,1009,61,4484340
2023-06-15,1,HỒ CHÍ MINH,1500,5399,1488539503
2022-05-06,0,HÀ NỘI,2000,187595,20243833657
2023-03-10,0,HỒ CHÍ MINH,2000,80489,9618561171
2023-07-26,1,HÀ NỘI,2000,100275,11927987252
2022-11-22,1,HỒ CHÍ MINH,1009,71,5408866
2023-01-12,1,HỒ CHÍ MINH,1009,100,5654579
2023-07-01,1,HÀ NỘI,1009,94,10294550
2023-07-25,1,HỒ CHÍ MINH,1009,138,10549950
2023-08-15,1,HỒ CHÍ MINH,2000,39276,5754809711
2023-09-12,0,HÀ NỘI,1500,28298,6665322490
2022-02-07,0,HÀ NỘI,1500,37486,10992347959
2023-02-27,1,HỒ CHÍ MINH,1009,81,11710965
2023-03-14,1,HÀ NỘI,1500,14071,3892749494
2023-07-17,0,HỒ CHÍ MINH,1500,9546,1943530269
2023-03-04,1,HÀ NỘI,2000,50250,7122891383
2024-02-09,0,HÀ NỘI,1500,12316,4192166222
2024-02-21,1,HỒ CHÍ MINH,1500,4492,1269277297
2023-12-29,1,HÀ NỘI,1009,18,1541018
2022-11-11,0,HÀ NỘI,1009,35,2474980
2023-08-12,0,HỒ CHÍ MINH,2000,82009,8069405822
2023-05-23,1,HỒ CHÍ MINH,1500,5083,1536176863
2023-11-24,0,HỒ CHÍ MINH,1009,90,2491938
2023-08-11,1,HÀ NỘI,2000,95234,11833996844
2023-06-14,0,HỒ CHÍ MINH,1009,141,7340650
2022-10-29,0,HÀ NỘI,1500,51473,17208457365
2023-01-10,0,HỒ CHÍ MINH,1500,10726,4383741501
2024-01-09,0,HÀ NỘI,2000,91127,8172300761
2024-02-12,0,HÀ NỘI,2000,87,8374449
2022-12-16,0,HỒ CHÍ MINH,1500,13348,3171877469
2023-04-10,0,HÀ NỘI,2000,124992,12191396494
2022-12-02,0,HÀ NỘI,1009,42,1703300
2023-12-08,0,HÀ NỘI,1009,65,3151620
2024-01-18,1,HỒ CHÍ MINH,1009,113,18491849
2023-09-06,0,HỒ CHÍ MINH,1500,9175,2018044645
2023-12-22,1,HÀ NỘI,1009,22,1786470
2024-01-21,1,HÀ NỘI,1500,27091,10951077105
2023-09-01,1,HỒ CHÍ MINH,2000,39257,6338776929
2022-09-30,0,HÀ NỘI,2000,192842,22660695239
2022-05-24,0,HÀ NỘI,2000,203432,23412926121
2023-05-20,0,HÀ NỘI,2000,154269,14461234234
2022-07-21,0,HÀ NỘI,2000,201535,23312612852
2023-09-06,0,HỒ CHÍ MINH,2000,76938,9493884501
2024-03-13,0,HỒ CHÍ MINH,2000,63259,6784967274
2022-05-21,0,HÀ NỘI,2000,205924,23592265105
2022-02-20,0,HỒ CHÍ MINH,1500,15371,5347468726
2024-01-17,1,HÀ NỘI,2000,93287,10954868944
2022-04-22,0,HỒ CHÍ MINH,2000,103102,12834874403
2022-07-01,0,HỒ CHÍ MINH,2000,106821,13698105873
2022-02-16,0,HỒ CHÍ MINH,2000,100077,13352312721
2022-06-05,0,HÀ NỘI,1500,55254,17055018570
2023-11-24,0,HÀ NỘI,2000,87489,7623185808
2023-10-11,0,HÀ NỘI,1500,25831,5242217527
2022-02-25,0,HỒ CHÍ MINH,1500,11574,3595207497
2023-06-26,0,HÀ NỘI,1500,28410,5763600923
2024-03-03,1,HỒ CHÍ MINH,2000,54886,7612830148
2023-02-03,1,HỒ CHÍ MINH,2000,16451,2339986253
2023-09-04,1,HỒ CHÍ MINH,2000,42640,6250510221
2023-02-05,0,HÀ NỘI,1500,36199,9664001569
2023-03-09,1,HÀ NỘI,1500,13033,3663076857
2024-03-21,0,HỒ CHÍ MINH,1500,9170,1856705768
2023-07-04,1,HÀ NỘI,1500,16509,4889403468
2023-07-23,1,HÀ NỘI,1500,23769,8896458991
2023-04-08,1,HỒ CHÍ MINH,1500,7094,2311450719
2022-12-12,1,HỒ CHÍ MINH,2000,4803,655628204
2023-07-09,1,HỒ CHÍ MINH,1500,7070,2537237303
2022-09-04,1,HÀ NỘI,2000,4575,734758046
2023-01-19,0,HỒ CHÍ MINH,1009,184,14282650
2023-12-14,1,HỒ CHÍ MINH,1009,378,62332584
2023-09-26,0,HÀ NỘI,1009,40,1817400
2022-12-10,1,HÀ NỘI,1009,56,4541350
2023-07-04,1,HỒ CHÍ MINH,1009,144,12236685
2024-02-16,1,HỒ CHÍ MINH,1009,105,22092557
2023-08-11,1,HÀ NỘI,1009,87,8840940
2022-11-15,0,HÀ NỘI,1009,24,1938000
2023-01-29,0,HÀ NỘI,1009,63,3512615
2022-11-30,1,HỒ CHÍ MINH,1009,79,6505300
2024-04-16,1,HỒ CHÍ MINH,2000,46512,6194548104
2023-04-30,1,HÀ NỘI,1009,38,8846590
2022-05-28,0,HỒ CHÍ MINH,1500,16366,4923741614
2022-05-02,0,HỒ CHÍ MINH,2000,102809,13319690484
2023-07-01,1,HỒ CHÍ MINH,1009,163,13776978
2023-08-13,0,HỒ CHÍ MINH,1009,123,5592018
2024-01-24,1,HỒ CHÍ MINH,2000,55832,7695030091
2022-12-29,1,HỒ CHÍ MINH,2000,5272,721150116
2022-07-25,0,HÀ NỘI,2000,212978,22648184554
2024-01-21,0,HÀ NỘI,1500,26166,8308513113
2024-01-16,1,HỒ CHÍ MINH,1009,145,25307640
2022-09-10,0,HỒ CHÍ MINH,1500,17099,5031773345
2023-05-05,1,HÀ NỘI,2000,54239,7163837192
2024-02-12,1,HÀ NỘI,2000,11,672209
2023-12-05,1,HỒ CHÍ MINH,1009,241,10295962
2022-02-09,0,HÀ NỘI,2000,172083,21109750318
2023-02-02,1,HÀ NỘI,2000,32612,3961796925
2023-08-10,0,HÀ NỘI,2000,102183,9530815324
2022-11-27,1,HỒ CHÍ MINH,1009,77,6798758
2024-04-01,1,HÀ NỘI,2000,78904,9449331256
2023-10-12,1,HÀ NỘI,1009,93,9716770
2022-12-26,0,HỒ CHÍ MINH,1500,13231,3540323811
2022-01-22,0,HÀ NỘI,2000,193943,31249447828
2024-03-23,1,HỒ CHÍ MINH,1009,126,14723240
2023-10-19,0,HỒ CHÍ MINH,1009,203,23490670
2023-06-04,0,HÀ NỘI,1009,62,4410650
2023-06-01,0,HÀ NỘI,1009,41,2553490
2022-12-03,1,HÀ NỘI,1009,41,1798600
2023-07-25,0,HÀ NỘI,2000,106491,9274069516
2024-04-18,0,HÀ NỘI,2000,139566,12893692713
2022-07-27,0,HÀ NỘI,2000,214768,22627787413
2022-04-03,0,HÀ NỘI,2000,191084,22939843880
2022-07-25,0,HÀ NỘI,1500,44583,11173905244
2022-04-11,0,HÀ NỘI,2000,188394,22955069778
2022-08-09,0,HỒ CHÍ MINH,2000,106789,13659639362
2022-12-28,0,HÀ NỘI,1500,36127,10360774412
2023-06-07,0,HỒ CHÍ MINH,1500,9107,1871785803
2022-04-30,0,HÀ NỘI,1500,56430,18604496775
2023-12-31,0,HÀ NỘI,2000,109466,10887235897
2022-12-22,0,HÀ NỘI,2000,190378,21677913566
2022-05-18,0,HÀ NỘI,2000,197686,21892339815
2024-03-23,1,HÀ NỘI,1500,28079,8959881702
2023-03-31,0,HỒ CHÍ MINH,2000,80803,7768305996
2022-10-22,0,HỒ CHÍ MINH,1500,16788,4844271675
2024-01-28,0,HỒ CHÍ MINH,2000,65016,6185162560
2024-03-07,1,HÀ NỘI,2000,73243,8777326887
2024-02-23,0,HỒ CHÍ MINH,1500,8992,1720689125
2023-04-08,1,HỒ CHÍ MINH,2000,30042,5068200520
2023-11-27,1,HỒ CHÍ MINH,2000,46383,6176279779
2024-04-21,1,HÀ NỘI,2000,86729,11598654641
2023-05-06,1,HỒ CHÍ MINH,2000,30363,4757897895
2023-11-20,1,HÀ NỘI,1500,20933,5607068508
2022-11-03,1,HỒ CHÍ MINH,2000,4656,769204721
2022-09-22,1,HÀ NỘI,2000,6155,891669308
2024-03-16,1,HÀ NỘI,2000,82218,11136862865
2023-07-26,1,HỒ CHÍ MINH,2000,33929,4832365367
2023-04-21,1,HÀ NỘI,1500,14973,4128316396
2023-05-11,1,HÀ NỘI,2000,59784,7693056312
2023-12-03,1,HỒ CHÍ MINH,2000,51141,7555252861
2023-01-04,1,HÀ NỘI,2000,4747,704197865
2023-02-01,1,HỒ CHÍ MINH,2000,16699,2287421138
2023-12-22,1,HỒ CHÍ MINH,1500,5023,1409519932
2023-12-30,0,HỒ CHÍ MINH,1500,10467,3839537005
2023-08-05,0,HÀ NỘI,1009,49,1492500
2023-07-26,1,HÀ NỘI,1009,137,8205692
2023-12-28,0,HÀ NỘI,1009,57,2287680
2023-09-11,1,HỒ CHÍ MINH,1009,166,31115236
2023-09-15,1,HÀ NỘI,1009,67,15633560
2024-01-02,0,HÀ NỘI,1009,76,3985294
2024-02-02,1,HỒ CHÍ MINH,1009,135,29437675
2022-11-07,0,HỒ CHÍ MINH,1009,160,9414320
2023-05-30,0,HÀ NỘI,1009,59,1401800
2022-12-19,1,HỒ CHÍ MINH,1009,80,5977480
2022-12-12,1,HÀ NỘI,1009,42,4302400
2023-03-18,0,HÀ NỘI,1009,65,4171349
2023-09-03,1,HỒ CHÍ MINH,2000,35001,5318643025
2023-09-21,0,HÀ NỘI,1009,40,2061080
2024-04-18,0,HÀ NỘI,1500,25755,6256338052
2022-07-22,0,HỒ CHÍ MINH,2000,104341,13218118359
2023-05-31,1,HỒ CHÍ MINH,1500,5596,1616286159
2022-06-12,0,HỒ CHÍ MINH,2000,118195,15388821970
2022-08-31,0,HỒ CHÍ MINH,2000,101388,13640332619
2024-02-08,0,HỒ CHÍ MINH,1500,9993,3650154373
2022-10-01,1,HỒ CHÍ MINH,2000,2483,488037945
2023-03-23,0,HỒ CHÍ MINH,2000,80221,8013539369
2023-10-20,1,HỒ CHÍ MINH,1009,148,57984870
2022-05-05,0,HÀ NỘI,1500,37954,9417220859
2023-08-05,1,HÀ NỘI,2000,104192,14379914156
2024-02-28,0,HỒ CHÍ MINH,1009,38,1436244
2023-10-28,0,HỒ CHÍ MINH,2000,83982,7292930336
2023-09-09,1,HÀ NỘI,2000,87669,11603030489
2022-02-16,0,HÀ NỘI,1500,30956,9644956707
2024-03-02,1,HÀ NỘI,1500,24786,8085369626
2024-02-25,0,HỒ CHÍ MINH,2000,69896,6040244522
2023-10-20,0,HỒ CHÍ MINH,1009,168,15609778
2022-07-30,0,HÀ NỘI,1500,53002,17049546233
2022-09-20,0,HỒ CHÍ MINH,1500,13491,3536459213
2023-09-28,1,HÀ NỘI,1009,75,32290800
2024-02-24,1,HỒ CHÍ MINH,1500,5306,1901947513
2024-01-20,1,HỒ CHÍ MINH,1500,5988,2316453791
2022-12-02,0,HỒ CHÍ MINH,2000,99543,11932413043
2022-01-22,0,HỒ CHÍ MINH,2000,95547,14677395328
2022-11-21,1,HỒ CHÍ MINH,1009,64,4458550
2023-03-21,0,HÀ NỘI,1500,28436,6446719003
2023-02-18,1,HÀ NỘI,2000,42427,5850868403
2022-10-08,1,HÀ NỘI,1009,12,912400
2024-03-17,1,HỒ CHÍ MINH,1009,105,11414069
2022-04-18,0,HỒ CHÍ MINH,2000,107444,15347988909
2022-09-24,0,HỒ CHÍ MINH,2000,114905,14366814796
2022-05-08,0,HÀ NỘI,2000,208474,23381849248
2022-09-23,0,HỒ CHÍ MINH,1500,13546,3682601987
2022-06-22,0,HÀ NỘI,2000,222385,23491290789
2023-10-29,0,HÀ NỘI,2000,105844,9356826180
2024-01-23,1,HỒ CHÍ MINH,2000,55374,7258182200
2023-11-15,0,HỒ CHÍ MINH,2000,69101,7416529046
2022-03-07,0,HỒ CHÍ MINH,2000,104078,14380768302
2024-01-18,1,HÀ NỘI,2000,99003,11715422310
2022-07-16,0,HÀ NỘI,2000,222022,27473019836
2023-10-14,0,HÀ NỘI,2000,123010,12313754418
2023-02-02,0,HỒ CHÍ MINH,2000,78767,9538408077
2023-01-09,0,HÀ NỘI,1500,28613,11946716942
2022-02-04,0,HỒ CHÍ MINH,1500,8841,2392258520
2024-03-17,1,HỒ CHÍ MINH,2000,55382,7972208234
2023-11-12,0,HÀ NỘI,1500,24219,9197237502
2024-01-04,0,HỒ CHÍ MINH,1500,8332,2093184434
2023-07-01,0,HÀ NỘI,1500,33862,7309665028
2023-04-12,1,HÀ NỘI,2000,58111,7895905380
2022-07-21,0,HỒ CHÍ MINH,1500,14531,3853797563
2023-09-23,0,HÀ NỘI,1500,32714,7645966016
2023-06-10,1,HÀ NỘI,1500,21720,7662954452
2023-03-09,1,HÀ NỘI,2000,50976,6502920868
2023-12-14,0,HỒ CHÍ MINH,1500,8528,1615192288
2024-02-08,1,HỒ CHÍ MINH,2000,59844,13351633341
2023-01-13,1,HÀ NỘI,2000,35231,5808010943
2023-12-05,1,HỒ CHÍ MINH,2000,47460,6121431972
2023-07-29,0,HỒ CHÍ MINH,1500,10967,2688784503
2023-12-02,1,HÀ NỘI,1500,27620,8713253558
2023-08-23,0,HỒ CHÍ MINH,1009,153,9347350
2022-09-16,1,HỒ CHÍ MINH,2000,2649,457309113
2023-05-16,1,HÀ NỘI,1009,63,10841670
2023-09-25,1,HÀ NỘI,1009,65,5578230
2022-11-26,0,HÀ NỘI,1009,61,4651800
2024-01-22,1,HỒ CHÍ MINH,1009,91,7390363
2024-02-28,1,HỒ CHÍ MINH,1009,119,21654939
2023-01-05,0,HÀ NỘI,2000,178669,20054792422
2023-10-02,1,HÀ NỘI,1500,17313,4909703157
2023-12-17,0,HÀ NỘI,1009,98,29933210
2023-10-12,0,HÀ NỘI,1500,24915,4684043923
2023-08-29,0,HỒ CHÍ MINH,2000,72339,6583905424
2022-10-07,0,HÀ NỘI,1009,33,1352300
2023-02-19,1,HỒ CHÍ MINH,2000,26933,4244793296
2023-09-05,0,HỒ CHÍ MINH,2000,72681,9631004712
2023-04-01,1,HÀ NỘI,1500,16196,6204413781
2023-04-18,0,HỒ CHÍ MINH,2000,82071,8770090010
2023-04-03,0,HỒ CHÍ MINH,1500,7865,1752429204
2023-05-15,1,HỒ CHÍ MINH,2000,29738,4193183653
2023-08-27,0,HỒ CHÍ MINH,2000,79837,7085044493
2022-03-20,0,HÀ NỘI,1500,44872,16101761415
2023-10-17,1,HÀ NỘI,1009,77,25794804
2023-03-13,0,HỒ CHÍ MINH,1500,7719,1645583918
2023-02-12,0,HỒ CHÍ MINH,2000,97905,10591981678
2023-11-08,0,HỒ CHÍ MINH,1500,7151,1326866626
2023-07-08,1,HỒ CHÍ MINH,2000,33919,5429590359
2024-03-08,0,HÀ NỘI,1500,22128,4249692154
2023-06-10,0,HÀ NỘI,1500,31431,10891271463
2023-07-07,1,HÀ NỘI,1500,16796,5234511681
2022-12-03,1,HÀ NỘI,2000,6788,1005995958
2023-10-10,0,HÀ NỘI,1500,25760,5355121685
2023-11-26,0,HỒ CHÍ MINH,2000,87195,7986132157
2024-02-03,0,HÀ NỘI,2000,108843,15538079641
2024-03-17,1,HỒ CHÍ MINH,1500,5928,2210565024
2023-07-29,1,HÀ NỘI,1500,20842,7797625298
2022-05-21,0,HỒ CHÍ MINH,1500,16647,4745792527
2023-11-05,1,HÀ NỘI,1500,28232,10241081914
2023-04-16,0,HÀ NỘI,2000,163555,16550001336
2023-10-28,1,HÀ NỘI,1500,23845,8521970464
2022-10-10,1,HÀ NỘI,2000,5638,810279286
2023-07-02,0,HÀ NỘI,1009,43,2262850
2022-12-21,0,HỒ CHÍ MINH,1009,161,10284200
2022-11-14,0,HỒ CHÍ MINH,1500,13337,3242776629
2022-02-19,0,HỒ CHÍ MINH,2000,105325,13777191255
2022-10-15,0,HỒ CHÍ MINH,2000,114514,14647317505
2022-05-04,0,HÀ NỘI,1500,38170,9517115828
2023-04-30,0,HỒ CHÍ MINH,2000,82202,8150567024
2022-06-03,0,HỒ CHÍ MINH,2000,109854,14155410028
2023-03-29,1,HÀ NỘI,2000,48669,6263216423
2023-02-04,1,HÀ NỘI,2000,37388,5302595907
2023-07-24,0,HỒ CHÍ MINH,1500,9187,1859119527
2023-04-22,1,HÀ NỘI,2000,63379,8957438165
2023-06-08,0,HỒ CHÍ MINH,2000,84923,9246646411
2024-02-21,1,HỒ CHÍ MINH,2000,43715,5367515542
2023-01-30,0,HỒ CHÍ MINH,1500,9638,2330732417
2023-03-10,0,HÀ NỘI,1500,26629,5994159247
2023-08-29,0,HỒ CHÍ MINH,1500,9633,1944469280
2023-09-28,0,HỒ CHÍ MINH,1500,8438,2609326030
2023-11-01,1,HỒ CHÍ MINH,2000,42595,5720825666
2024-03-05,0,HỒ CHÍ MINH,1500,9079,1886410290
2023-05-24,1,HỒ CHÍ MINH,1500,5169,1477304030
2023-11-20,1,HỒ CHÍ MINH,1500,6565,1707581450
2024-03-13,0,HỒ CHÍ MINH,1500,9387,2289972902
2023-12-07,1,HỒ CHÍ MINH,1500,5227,1385144203
2022-11-28,0,HỒ CHÍ MINH,1009,186,12346574
2023-05-24,0,HỒ CHÍ MINH,1009,57,2295700
2023-08-15,0,HÀ NỘI,1009,43,1687900
2022-11-21,0,HỒ CHÍ MINH,1009,164,10743746
2023-03-27,0,HÀ NỘI,1009,64,3297050
2023-05-24,0,HỒ CHÍ MINH,1500,8189,1528321776
2022-06-16,0,HỒ CHÍ MINH,2000,110945,14227750478
2023-09-24,0,HÀ NỘI,1009,40,2602200
2023-07-09,0,HỒ CHÍ MINH,1500,11111,2488438847
2022-08-31,0,HÀ NỘI,2000,218679,24484998120
2024-03-07,0,HÀ NỘI,2000,107637,13246169524
2023-08-03,1,HÀ NỘI,1009,90,9157500
2022-02-02,0,HỒ CHÍ MINH,2000,444,60695332
2024-01-06,1,HỒ CHÍ MINH,1009,227,109511421
2022-11-08,1,HÀ NỘI,2000,8047,1174154316
2023-04-14,1,HỒ CHÍ MINH,1500,5915,1491962989
2023-08-24,1,HỒ CHÍ MINH,1500,5069,1513560014
2024-01-12,1,HỒ CHÍ MINH,1009,142,28128660
2023-03-12,0,HÀ NỘI,1009,94,5085440
2024-03-27,1,HÀ NỘI,1500,22491,5366373917
2023-08-14,0,HỒ CHÍ MINH,1500,9997,2043119461
2022-10-08,1,HÀ NỘI,2000,6090,990437325
2023-07-22,1,HÀ NỘI,1009,106,7946820
2023-12-04,1,HÀ NỘI,1009,43,2494970
2024-01-24,0,HÀ NỘI,1500,24929,8317537669
2022-09-19,0,HỒ CHÍ MINH,1009,136,9038510
2022-12-26,1,HÀ NỘI,2000,6219,907273810
2023-03-16,1,HÀ NỘI,1500,14107,3964444178
2023-10-27,0,HÀ NỘI,2000,100311,8575550253
2024-01-13,0,HÀ NỘI,2000,98914,12885923931
2022-10-19,0,HỒ CHÍ MINH,2000,94373,11964281660
2023-10-03,1,HÀ NỘI,1500,17461,4942394185
2024-04-19,1,HÀ NỘI,1500,21227,5069092947
2023-03-17,0,HỒ CHÍ MINH,1009,177,10550556
2023-06-06,1,HÀ NỘI,1009,86,5958650
2022-12-11,0,HÀ NỘI,1009,59,4157700
2023-04-01,0,HỒ CHÍ MINH,1500,10838,3048866786
2023-11-02,0,HÀ NỘI,2000,94117,7480637545
2022-11-30,1,HỒ CHÍ MINH,2000,4554,644761493
2022-11-28,0,HÀ NỘI,1500,40788,10116528735
2023-04-29,0,HỒ CHÍ MINH,1500,9564,2432230962
2022-11-14,0,HỒ CHÍ MINH,2000,108924,14077712574
2022-09-25,0,HÀ NỘI,1500,60251,19884006197
2022-10-08,0,HỒ CHÍ MINH,2000,107758,13601632805
2022-07-23,0,HỒ CHÍ MINH,1500,16764,5148758012
2024-01-06,0,HÀ NỘI,1500,26287,8497332903
2022-03-21,0,HÀ NỘI,1500,33463,9198906664
2023-11-19,0,HỒ CHÍ MINH,2000,84634,7471594872
2022-06-16,0,HỒ CHÍ MINH,1500,13903,3412677524
2022-06-23,0,HÀ NỘI,2000,207817,22357439783
2022-05-18,0,HỒ CHÍ MINH,1500,12411,3034430557
2022-11-07,0,HÀ NỘI,2000,202135,21801528500
2022-09-23,0,HÀ NỘI,2000,186027,19530893722
2022-08-19,0,HÀ NỘI,1500,43414,13128682284
2023-01-31,1,HÀ NỘI,1500,12699,2180395276
2023-05-07,0,HỒ CHÍ MINH,2000,95206,9649300033
2023-04-08,1,HÀ NỘI,2000,60544,9692228824
2024-03-13,1,HÀ NỘI,2000,76115,9016169182
2022-11-20,0,HỒ CHÍ MINH,1500,18533,5911431698
2023-05-02,0,HỒ CHÍ MINH,1500,8694,1987094946
2023-12-27,1,HỒ CHÍ MINH,1500,5154,1475165288
2024-02-29,0,HỒ CHÍ MINH,1500,8882,1757296221
2023-07-27,1,HỒ CHÍ MINH,1500,5573,1613324632
2023-03-23,1,HỒ CHÍ MINH,1500,4348,1092863167
2023-09-07,0,HỒ CHÍ MINH,1009,155,6725383
2023-11-07,0,HÀ NỘI,1009,76,5125894
2023-10-16,1,HỒ CHÍ MINH,1009,160,54466277
2023-06-24,0,HỒ CHÍ MINH,1009,147,7558925
2023-05-04,0,HÀ NỘI,1009,94,7265900
2022-10-07,0,HỒ CHÍ MINH,2000,101338,12847775321
2024-02-17,1,HỒ CHÍ MINH,1009,143,72899527
2023-11-22,0,HÀ NỘI,1009,72,4186735
2023-02-21,1,HỒ CHÍ MINH,1009,82,7083860
2022-09-23,1,HỒ CHÍ MINH,1009,34,2965170
2022-12-23,0,HÀ NỘI,1009,30,1661300
2023-01-20,1,HÀ NỘI,1009,49,6018300
2023-02-01,0,HÀ NỘI,1009,125,8022150
2023-10-28,1,HÀ NỘI,1009,63,4934508
2023-06-19,1,HÀ NỘI,1009,88,7034890
2023-07-27,0,HÀ NỘI,1500,26208,5517880550
2022-10-03,1,HÀ NỘI,1009,8,546500
2023-12-17,1,HÀ NỘI,1009,34,4390200
2023-10-10,1,HỒ CHÍ MINH,2000,38586,5348158713
2022-02-07,0,HỒ CHÍ MINH,1500,10821,3041439232
2023-08-02,0,HỒ CHÍ MINH,2000,77238,7491293822
2023-06-17,1,HÀ NỘI,2000,77233,11429989475
2023-03-28,0,HỒ CHÍ MINH,1009,163,9593160
2024-03-05,1,HÀ NỘI,1500,20152,5023039135
2023-09-26,0,HÀ NỘI,2000,89999,8255712939
2022-09-22,0,HỒ CHÍ MINH,2000,105229,13404499516
2024-02-01,1,HỒ CHÍ MINH,1500,5068,2053539051
2023-11-26,0,HỒ CHÍ MINH,1500,11325,2493532699
