CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2022-09-30,0,HỒ CHÍ MINH,2000,105497,14662531911
2022-12-23,0,HỒ CHÍ MINH,1009,134,7949500
2024-03-16,0,HỒ CHÍ MINH,2000,72217,6839502824
2022-03-19,0,HÀ NỘI,2000,196432,23481023218
2022-12-25,0,HỒ CHÍ MINH,1500,17467,5197600431
2023-06-11,0,HỒ CHÍ MINH,2000,92368,9479452960
2022-11-05,0,HÀ NỘI,2000,218929,24230208941
2024-02-01,1,HỒ CHÍ MINH,2000,51904,8154943098
2023-06-22,0,HỒ CHÍ MINH,2000,81874,7666045396
2023-11-20,1,HÀ NỘI,2000,102760,11925099325
2023-11-09,1,HÀ NỘI,1500,21010,5384425064
2023-07-17,1,HỒ CHÍ MINH,1500,5737,1766335713
2023-03-02,1,HÀ NỘI,2000,46511,5800987651
2023-10-22,0,HỒ CHÍ MINH,1500,10046,2238070052
2022-10-31,0,HÀ NỘI,1009,42,2875070
2023-11-02,0,HỒ CHÍ MINH,2000,69531,7284834352
2023-04-03,0,HÀ NỘI,1500,25407,5020673273
2023-08-03,1,HỒ CHÍ MINH,2000,36090,5140227674
2024-01-04,0,HÀ NỘI,1009,55,2633118
2024-01-07,0,HÀ NỘI,1500,27024,7218820029
2023-02-26,0,HÀ NỘI,2000,160327,15573606600
2023-08-10,0,HÀ NỘI,1500,26681,6052817330
2022-05-19,0,HỒ CHÍ MINH,2000,99736,12921372416
2022-09-12,1,HỒ CHÍ MINH,2000,3131,527929539
2022-12-13,1,HỒ CHÍ MINH,1009,83,8338260
2023-12-01,0,HÀ NỘI,1500,18162,3766174188
2023-07-25,0,HỒ CHÍ MINH,1500,8949,1736309637
2022-04-22,0,HỒ CHÍ MINH,1500,12671,3189385221
2024-02-06,0,HÀ NỘI,2000,124298,20231858932
2022-03-15,0,HÀ NỘI,2000,190723,22802980157
2023-06-21,1,HÀ NỘI,1009,100,7167550
2022-11-21,0,HÀ NỘI,1500,42723,10467944744
2022-07-19,0,HỒ CHÍ MINH,2000,105242,13861410796
2022-08-28,0,HỒ CHÍ MINH,1500,18013,5847174767
2022-04-16,0,HỒ CHÍ MINH,2000,110882,15022870012
2022-11-25,0,HÀ NỘI,1500,44024,10426172541
2023-09-08,1,HỒ CHÍ MINH,2000,33592,4585544382
2023-05-10,1,HÀ NỘI,2000,59503,7995829760
2023-01-28,1,HỒ CHÍ MINH,2000,15843,2195217400
2023-03-13,1,HỒ CHÍ MINH,2000,27707,3953601255
2022-12-05,1,HỒ CHÍ MINH,2000,4767,647675707
2022-12-24,0,HỒ CHÍ MINH,1009,178,13387200
2023-04-12,0,HỒ CHÍ MINH,1009,187,11955424
2023-04-19,0,HỒ CHÍ MINH,1009,178,8977450
2024-02-21,0,HỒ CHÍ MINH,1009,45,1548771
2023-05-19,0,HỒ CHÍ MINH,1009,164,8787066
2023-03-19,1,HÀ NỘI,1009,50,8102750
2023-02-12,0,HÀ NỘI,1009,84,6748350
2023-10-01,1,HÀ NỘI,1500,23313,9027341851
2022-11-22,1,HÀ NỘI,2000,5967,852215957
2024-03-29,0,HỒ CHÍ MINH,1009,47,2058521
2022-03-08,0,HÀ NỘI,1500,35363,10696191680
2022-12-21,0,HÀ NỘI,2000,179503,19475323244
2023-01-28,1,HÀ NỘI,2000,31594,4090637372
2023-10-31,1,HỒ CHÍ MINH,2000,41974,5756157027
2023-08-27,0,HỒ CHÍ MINH,1009,134,9215762
2024-03-09,0,HỒ CHÍ MINH,2000,73424,7341461611
2022-03-16,0,HÀ NỘI,1500,36327,11651882175
2022-03-27,0,HÀ NỘI,1500,44442,15666963105
2023-05-14,0,HÀ NỘI,2000,145696,14353362324
2023-02-28,0,HÀ NỘI,2000,141546,14363731151
2023-06-12,0,HỒ CHÍ MINH,2000,76837,8554164308
2022-10-23,0,HÀ NỘI,2000,224532,25014277139
2023-05-27,0,HỒ CHÍ MINH,1500,10514,2398468005
2022-11-25,0,HỒ CHÍ MINH,1500,14536,3859720321
2023-05-29,1,HÀ NỘI,1500,15447,4588817150
2024-02-05,1,HỒ CHÍ MINH,2000,45816,7768515290
2023-03-21,0,HỒ CHÍ MINH,1500,7880,1750272028
2023-03-19,0,HỒ CHÍ MINH,1500,10404,2679385389
2023-03-28,1,HỒ CHÍ MINH,1500,4476,1159305308
2022-09-14,0,HÀ NỘI,1009,18,953700
2023-06-23,1,HỒ CHÍ MINH,2000,27476,4150440239
2023-04-12,1,HỒ CHÍ MINH,2000,27248,3969485303
2023-02-11,1,HỒ CHÍ MINH,1500,3276,1033309681
2022-09-30,1,HÀ NỘI,2000,8347,1281354603
2023-05-27,1,HỒ CHÍ MINH,2000,30682,4933070124
2023-03-01,1,HỒ CHÍ MINH,1500,3297,896305461
2023-05-21,0,HỒ CHÍ MINH,1009,180,10057272
2023-11-19,0,HÀ NỘI,2000,105227,10089273462
2023-08-18,0,HỒ CHÍ MINH,2000,68043,6920723633
2023-10-23,1,HÀ NỘI,2000,96390,10998994006
2023-10-14,1,HỒ CHÍ MINH,2000,43192,6579517395
2023-12-06,1,HÀ NỘI,1500,21174,5313599985
2024-01-08,1,HÀ NỘI,1500,19621,5007879601
2024-03-28,0,HÀ NỘI,1500,20123,4612782927
2023-10-24,0,HỒ CHÍ MINH,1009,237,18036576
2023-03-25,1,HÀ NỘI,1009,43,7593197
2023-10-08,0,HÀ NỘI,1009,40,1038460
2023-03-11,1,HỒ CHÍ MINH,2000,27571,4502036584
2022-10-05,0,HÀ NỘI,1009,32,2356450
2023-07-02,0,HỒ CHÍ MINH,2000,91661,9263215145
2023-04-30,0,HỒ CHÍ MINH,1009,210,15147566
2024-03-05,0,HỒ CHÍ MINH,2000,61703,7686912216
2023-09-02,1,HÀ NỘI,1009,53,5073050
2022-06-29,0,HỒ CHÍ MINH,1500,14558,3901852032
2023-07-11,1,HỒ CHÍ MINH,2000,33586,4786808715
2024-03-26,0,HỒ CHÍ MINH,2000,62248,5342242518
2023-09-19,1,HÀ NỘI,1500,17910,4862708517
2022-09-20,1,HỒ CHÍ MINH,1009,32,3142680
2023-04-24,1,HỒ CHÍ MINH,1009,124,16120940
2023-03-01,0,HỒ CHÍ MINH,2000,84020,9063309375
2022-05-17,0,HỒ CHÍ MINH,1500,12768,3144348322
2022-06-29,0,HỒ CHÍ MINH,2000,112925,14491221926
2023-01-01,0,HÀ NỘI,1500,51543,17809969155
2023-10-05,0,HỒ CHÍ MINH,2000,65691,7685143562
2023-12-15,0,HỒ CHÍ MINH,2000,60899,6408004439
2023-12-18,1,HÀ NỘI,2000,97895,11256824465
2024-04-11,1,HỒ CHÍ MINH,1500,5178,1345971088
2024-04-06,1,HÀ NỘI,1500,27125,8276861574
2023-02-06,1,HỒ CHÍ MINH,1500,2188,566426657
2023-02-23,1,HỒ CHÍ MINH,1009,82,8385120
2023-05-12,0,HỒ CHÍ MINH,1009,196,10133510
2023-07-28,1,HỒ CHÍ MINH,1009,193,12141150
2022-09-23,0,HỒ CHÍ MINH,1009,139,12542953
2023-07-12,1,HỒ CHÍ MINH,1009,176,20652389
2023-05-16,1,HÀ NỘI,2000,61034,7896322883
2023-12-20,1,HỒ CHÍ MINH,2000,53622,6490578109
2023-07-03,0,HỒ CHÍ MINH,2000,85755,9118497329
2022-11-20,0,HÀ NỘI,2000,229293,26009921154
2023-04-20,1,HÀ NỘI,1009,40,5144705
2023-09-28,1,HỒ CHÍ MINH,2000,41319,5822640340
2023-09-25,0,HỒ CHÍ MINH,2000,75409,7123602466
2024-04-13,0,HÀ NỘI,2000,142139,13983995305
2022-07-28,0,HÀ NỘI,1500,50015,14450489325
2023-07-06,1,HÀ NỘI,2000,87878,10992398271
2024-02-04,1,HÀ NỘI,2000,91973,16049625978
2023-09-25,0,HỒ CHÍ MINH,1500,8263,1633045984
2022-11-25,1,HỒ CHÍ MINH,1009,91,6956114
2023-11-03,0,HÀ NỘI,1009,63,2098820
2023-12-22,0,HỒ CHÍ MINH,1500,8840,1862567648
2023-04-20,0,HỒ CHÍ MINH,1009,180,10581100
2022-04-17,0,HÀ NỘI,2000,201319,25256501589
2022-02-10,0,HỒ CHÍ MINH,2000,98383,12984370437
2024-01-14,0,HỒ CHÍ MINH,1500,11189,4055245183
2024-01-24,1,HỒ CHÍ MINH,1500,5191,1730294164
2023-12-08,0,HỒ CHÍ MINH,2000,62093,7278524880
2023-11-09,0,HỒ CHÍ MINH,1500,7183,1293615556
2023-09-08,1,HÀ NỘI,2000,78772,9533892113
2022-11-08,0,HÀ NỘI,1009,41,1895360
2022-10-12,1,HỒ CHÍ MINH,2000,2129,360135803
2022-05-07,0,HÀ NỘI,2000,200282,22217388344
2023-05-07,0,HÀ NỘI,2000,152680,13430011788
2022-06-09,0,HỒ CHÍ MINH,2000,109285,13715845646
2023-09-22,1,HÀ NỘI,2000,82983,9656346849
2023-03-29,0,HỒ CHÍ MINH,1500,8041,1871193982
2024-04-11,0,HỒ CHÍ MINH,1009,34,3283700
2024-01-13,0,HỒ CHÍ MINH,1009,58,3302372
2024-01-18,0,HÀ NỘI,1500,21904,5832728700
2022-10-27,0,HÀ NỘI,1009,37,2775200
2023-08-28,1,HỒ CHÍ MINH,1500,5104,1535558724
2022-01-13,0,HÀ NỘI,1500,33024,13456148812
2023-03-18,0,HÀ NỘI,2000,155265,16978978385
2023-07-30,1,HÀ NỘI,1500,23546,9255658961
2022-02-06,0,HÀ NỘI,2000,155157,20666666270
2023-05-27,1,HÀ NỘI,2000,61682,9442716002
2024-02-09,0,HÀ NỘI,2000,74530,12077353895
2023-06-28,0,HÀ NỘI,1500,28478,6168665977
2022-02-06,0,HÀ NỘI,1500,34809,11664646547
2023-05-24,0,HÀ NỘI,1009,9,1047930
2023-09-29,1,HÀ NỘI,2000,88677,11453790105
2022-01-02,0,HỒ CHÍ MINH,1500,13132,4787901111
2023-06-15,1,HÀ NỘI,1009,119,9611200
2023-01-26,0,HÀ NỘI,2000,174500,19350608370
2023-08-25,1,HÀ NỘI,2000,83726,10180839600
2024-04-06,1,HỒ CHÍ MINH,1500,6530,1978992995
2023-02-03,1,HÀ NỘI,1009,44,1368150
2023-09-19,0,HỒ CHÍ MINH,1009,183,7698764
2023-10-16,0,HÀ NỘI,1009,54,2132250
2022-01-29,0,HÀ NỘI,1500,62325,45896742011
2022-03-02,0,HỒ CHÍ MINH,2000,107504,15011051208
2023-09-22,0,HÀ NỘI,1500,26712,5047326179
2022-12-02,0,HỒ CHÍ MINH,1500,13198,3199263135
2024-03-17,1,HÀ NỘI,1500,27458,9196125643
2023-12-29,1,HỒ CHÍ MINH,1500,4628,1474237929
2023-02-22,0,HỒ CHÍ MINH,1009,177,8985871
2023-05-08,0,HÀ NỘI,1009,73,4143915
2022-07-04,0,HÀ NỘI,2000,217026,22055590245
2022-08-30,0,HÀ NỘI,2000,210901,20588022197
2023-09-09,0,HỒ CHÍ MINH,2000,75897,8304999678
2023-11-04,1,HÀ NỘI,2000,112647,14866216136
2022-01-10,0,HỒ CHÍ MINH,1500,10330,3472701929
2023-11-06,1,HÀ NỘI,1500,19586,5041352423
2023-05-08,1,HỒ CHÍ MINH,1500,5550,1453787572
2023-02-09,0,HỒ CHÍ MINH,1500,10424,2631493147
2023-12-06,0,HÀ NỘI,1009,67,3636310
2022-10-15,1,HÀ NỘI,1009,17,2821300
2023-07-16,0,HỒ CHÍ MINH,1500,10909,2465974188
2024-01-20,0,HÀ NỘI,1500,27064,9133526443
2023-12-28,1,HÀ NỘI,2000,91059,10274554112
2024-02-15,1,HỒ CHÍ MINH,1009,82,18776576
2023-04-25,1,HÀ NỘI,1009,61,8767625
2023-11-25,0,HÀ NỘI,1009,73,7646560
2022-10-06,1,HÀ NỘI,1009,11,1738600
2022-08-09,0,HÀ NỘI,2000,219864,23738561854
2023-09-23,0,HỒ CHÍ MINH,2000,78056,7254268408
2023-02-25,0,HÀ NỘI,1500,32586,8728603707
2022-04-18,0,HÀ NỘI,2000,186783,22345245438
2022-07-24,0,HỒ CHÍ MINH,1500,18132,5476032742
2024-03-01,1,HÀ NỘI,2000,73036,8705978381
2023-02-20,1,HÀ NỘI,1500,12745,3288453795
2022-11-06,1,HÀ NỘI,2000,8789,1479691349
2023-03-05,0,HÀ NỘI,1009,77,4995300
2022-03-23,0,HÀ NỘI,2000,157674,18713687738
2023-07-27,0,HÀ NỘI,2000,103188,8716270918
2022-08-15,0,HỒ CHÍ MINH,1500,12861,3090848309
2023-08-05,1,HÀ NỘI,1500,24671,9426270705
2023-12-17,1,HÀ NỘI,1500,29401,9907902110
2022-08-06,0,HÀ NỘI,1500,50140,15095455654
2022-10-29,1,HỒ CHÍ MINH,1009,72,8243560
2023-02-28,0,HỒ CHÍ MINH,1500,8959,2486952066
2024-03-23,0,HỒ CHÍ MINH,2000,72856,6250502169
2022-11-23,0,HÀ NỘI,1500,46072,11792310971
2023-05-16,0,HỒ CHÍ MINH,2000,75340,8534722420
2023-11-12,0,HÀ NỘI,2000,102253,9622325577
2022-05-01,0,HÀ NỘI,1500,49613,14974132211
2023-08-10,0,HỒ CHÍ MINH,2000,77747,7582299293
2022-08-05,0,HỒ CHÍ MINH,2000,108798,14495459263
2023-06-08,0,HỒ CHÍ MINH,1500,8886,1797540856
2023-10-01,0,HÀ NỘI,2000,126679,10741147716
2023-09-13,0,HỒ CHÍ MINH,2000,72097,7628916946
2022-10-24,0,HÀ NỘI,1500,44706,12204966960
2023-04-17,1,HÀ NỘI,2000,59149,7414286949
2023-08-01,1,HỒ CHÍ MINH,2000,37584,5502199355
2024-01-08,1,HÀ NỘI,2000,95389,10711216659
2023-10-02,0,HỒ CHÍ MINH,1500,7895,1540490360
2023-09-21,0,HỒ CHÍ MINH,2000,70463,6728248226
2024-02-05,1,HÀ NỘI,2000,80943,14140825543
2023-03-25,0,HÀ NỘI,1500,33932,8878639773
2024-02-25,1,HÀ NỘI,2000,81433,10487994208
2023-02-12,1,HỒ CHÍ MINH,2000,24603,3861312406
2023-06-09,1,HỒ CHÍ MINH,2000,26720,4032764137
2022-11-13,1,HÀ NỘI,2000,6412,1035950809
2022-10-06,1,HỒ CHÍ MINH,2000,2409,416732426
2023-03-10,1,HỒ CHÍ MINH,2000,23979,3603799857
2023-08-06,1,HỒ CHÍ MINH,1009,191,22723234
2024-02-22,1,HỒ CHÍ MINH,1500,4339,1282610413
2022-09-20,1,HỒ CHÍ MINH,2000,2799,481095939
2022-12-15,0,HỒ CHÍ MINH,1009,149,8345320
2023-02-01,1,HỒ CHÍ MINH,1500,2304,512602796
2023-03-30,0,HỒ CHÍ MINH,1009,128,7978800
2023-08-28,0,HỒ CHÍ MINH,1009,150,12461968
2023-05-03,1,HỒ CHÍ MINH,1009,168,18932335
2024-04-19,1,HỒ CHÍ MINH,1009,119,13372746
2023-02-02,0,HỒ CHÍ MINH,1009,113,8333300
2024-04-21,1,HỒ CHÍ MINH,1009,134,12381232
2022-10-15,1,HỒ CHÍ MINH,1009,37,4484900
2024-02-01,0,HÀ NỘI,1500,28538,11889824623
2023-05-29,0,HÀ NỘI,1009,48,2870200
2024-02-02,1,HÀ NỘI,2000,82865,12538799287
2023-04-22,1,HÀ NỘI,1009,44,7707385
2023-10-04,0,HÀ NỘI,1009,27,2409640
2024-01-19,0,HỒ CHÍ MINH,2000,54858,5684077940
2022-10-31,1,HÀ NỘI,1009,10,835400
2023-12-19,0,HỒ CHÍ MINH,1500,8480,1581058760
2023-10-22,0,HỒ CHÍ MINH,2000,81397,7531482773
2023-01-29,1,HÀ NỘI,1500,13186,3427852235
2022-10-18,0,HỒ CHÍ MINH,2000,103066,13369099967
2022-06-12,0,HÀ NỘI,1500,59172,18402702043
2023-07-07,1,HỒ CHÍ MINH,2000,29591,4403977954
2023-10-07,0,HỒ CHÍ MINH,1009,227,13967566
2022-09-19,1,HỒ CHÍ MINH,2000,2526,424417544
2024-01-30,1,HỒ CHÍ MINH,1009,140,12788801
2023-08-23,0,HÀ NỘI,1009,51,2826550
2023-04-04,0,HỒ CHÍ MINH,1500,8247,1891348575
2022-11-26,0,HỒ CHÍ MINH,1009,187,11797074
2022-04-05,0,HÀ NỘI,2000,186904,21154306411
2023-11-06,0,HỒ CHÍ MINH,1500,7035,1330558874
2022-10-06,0,HỒ CHÍ MINH,1500,13413,3303996438
2023-07-29,0,HÀ NỘI,1009,33,1604784
2023-08-30,1,HỒ CHÍ MINH,1009,151,25473931
2022-04-17,0,HỒ CHÍ MINH,1500,17126,5501371638
2023-08-26,0,HÀ NỘI,1500,40154,7692866183
2024-02-28,0,HỒ CHÍ MINH,1500,8974,1775716805
2023-12-21,0,HÀ NỘI,1500,19746,4101443100
2024-03-27,0,HÀ NỘI,2000,114503,9939422327
2023-11-28,1,HÀ NỘI,2000,102692,11731116326
2024-04-10,1,HỒ CHÍ MINH,2000,45671,5916640755
2023-09-22,1,HÀ NỘI,1009,72,5705330
2023-04-26,1,HÀ NỘI,1009,58,6270133
2022-11-20,1,HÀ NỘI,1009,20,2515600
2023-09-01,0,HỒ CHÍ MINH,1500,10493,2650020916
2023-08-11,1,HÀ NỘI,1500,17321,5331862998
2024-04-04,1,HÀ NỘI,1500,21467,5125336421
2024-02-24,0,HÀ NỘI,2000,110472,10129531626
2022-04-22,0,HÀ NỘI,1500,36385,9483306861
2022-10-26,0,HỒ CHÍ MINH,1009,111,8941528
2023-12-26,1,HÀ NỘI,1009,20,1902860
2022-07-09,0,HỒ CHÍ MINH,2000,105161,13873934721
2023-10-15,0,HÀ NỘI,1500,32758,7689561202
2024-03-23,0,HỒ CHÍ MINH,1500,10821,2944748423
2022-08-25,0,HÀ NỘI,2000,183105,19724824561
2023-01-02,0,HÀ NỘI,2000,186167,20820058518
2023-03-23,0,HÀ NỘI,2000,141748,12616539477
2023-02-17,0,HÀ NỘI,2000,147079,15617323400
2024-03-21,0,HỒ CHÍ MINH,2000,62560,5341589886
2023-12-25,0,HÀ NỘI,2000,84742,7513495016
2023-01-13,0,HÀ NỘI,1500,40715,18481158625
2023-05-19,0,HÀ NỘI,2000,152525,13531002850
2024-04-21,1,HỒ CHÍ MINH,2000,53042,7676959733
2023-11-03,0,HÀ NỘI,2000,93192,7470031445
2023-06-16,0,HÀ NỘI,1500,27233,5453918236
2023-07-27,0,HỒ CHÍ MINH,1500,9313,2108964041
2022-10-06,0,HÀ NỘI,1500,42112,10280614851
2023-03-07,0,HÀ NỘI,1500,27628,7080836179
2023-08-19,1,HÀ NỘI,1500,22173,8205039442
2023-03-16,1,HÀ NỘI,2000,53679,7202494982
2023-05-28,1,HỒ CHÍ MINH,2000,33280,5389749014
2023-03-12,0,HỒ CHÍ MINH,1500,10359,2583559164
2023-04-07,1,HỒ CHÍ MINH,1500,5025,1361487711
2023-07-27,1,HÀ NỘI,2000,97719,11511462931
2023-07-03,0,HỒ CHÍ MINH,1500,9474,1861445162
2023-09-24,1,HỒ CHÍ MINH,1500,7454,2561909487
2023-12-30,1,HỒ CHÍ MINH,1500,5715,2037857394
2023-09-16,1,HÀ NỘI,1009,56,8246230
2024-04-10,1,HỒ CHÍ MINH,1500,5214,1313303292
2022-12-20,1,HỒ CHÍ MINH,2000,4503,695061262
2023-02-18,1,HỒ CHÍ MINH,1500,3301,1153624968
2022-12-26,1,HỒ CHÍ MINH,1009,74,9361800
2022-08-07,0,HÀ NỘI,1500,56811,18066878648
2023-12-02,0,HÀ NỘI,1009,67,6769075
2023-08-14,1,HÀ NỘI,1009,93,9284850
2023-04-23,0,HỒ CHÍ MINH,1009,215,12794820
2023-11-29,1,HỒ CHÍ MINH,1009,389,39849950
2024-01-27,0,HỒ CHÍ MINH,1009,60,3249120
2022-12-22,0,HÀ NỘI,1009,39,2671400
2023-12-27,0,HÀ NỘI,1009,66,3329898
2022-11-11,1,HỒ CHÍ MINH,1009,72,5672960
2023-10-27,0,HỒ CHÍ MINH,1009,213,8717975
2023-01-30,0,HÀ NỘI,1009,56,2953285
2023-10-22,0,HÀ NỘI,1009,65,4470700
2022-10-20,1,HÀ NỘI,1009,15,1123200
2024-02-06,1,HÀ NỘI,1500,27915,16773611682
2023-11-22,1,HÀ NỘI,1009,55,9671132
2023-12-03,1,HÀ NỘI,1500,28840,10179379906
2024-02-06,0,HỒ CHÍ MINH,1009,60,2469210
2024-01-22,1,HỒ CHÍ MINH,1500,5157,1910643596
2023-02-22,0,HỒ CHÍ MINH,1500,8986,2048067691
2023-07-21,0,HÀ NỘI,1009,46,1524390
2022-07-10,0,HỒ CHÍ MINH,2000,115056,15197305366
2022-10-23,1,HÀ NỘI,1009,10,536000
2022-01-15,0,HỒ CHÍ MINH,2000,97932,14394712099
2022-10-25,1,HÀ NỘI,2000,6389,903313793
2023-02-12,0,HỒ CHÍ MINH,1009,168,9044130
2024-01-17,0,HÀ NỘI,1500,19457,4534788221
2024-02-24,0,HỒ CHÍ MINH,1009,26,950812
2024-01-15,0,HỒ CHÍ MINH,1009,45,13121128
2023-02-17,1,HÀ NỘI,1009,73,5557729
2022-10-15,0,HÀ NỘI,1500,51407,15463967925
2023-05-17,1,HỒ CHÍ MINH,2000,30211,4346820495
2022-07-05,0,HỒ CHÍ MINH,1500,14245,3599914655
2023-12-02,1,HỒ CHÍ MINH,1500,6577,2274494461
2023-07-21,0,HÀ NỘI,2000,105636,9993906101
2022-09-11,0,HỒ CHÍ MINH,1500,17675,5741127876
2022-04-23,0,HỒ CHÍ MINH,2000,112762,13851296338
2023-12-30,0,HÀ NỘI,2000,98803,12529784705
2023-10-03,0,HỒ CHÍ MINH,1009,190,9420556
2024-03-09,1,HỒ CHÍ MINH,1500,5627,2086789313
2022-10-22,0,HÀ NỘI,1009,19,1971900
2023-09-16,1,HỒ CHÍ MINH,1500,6696,2340057512
2022-06-12,0,HỒ CHÍ MINH,1500,17886,5490021702
2023-10-07,1,HỒ CHÍ MINH,1009,161,32598852
2023-10-25,0,HÀ NỘI,1500,23091,4371793316
2023-08-29,1,HÀ NỘI,2000,93303,12466995987
2023-10-10,0,HỒ CHÍ MINH,1500,7676,1528897423
2023-02-22,1,HỒ CHÍ MINH,2000,23666,3275000125
2022-11-10,0,HỒ CHÍ MINH,1500,13229,2991279657
2022-07-03,0,HỒ CHÍ MINH,1500,18151,5567538624
2023-11-30,0,HÀ NỘI,2000,87385,9952033878
2023-03-26,0,HỒ CHÍ MINH,2000,95841,9060686878
2022-07-26,0,HỒ CHÍ MINH,2000,103730,13090066874
2023-05-24,1,HỒ CHÍ MINH,1009,51,4054722
2022-10-12,1,HÀ NỘI,2000,5042,709155275
2023-12-27,0,HÀ NỘI,1500,19807,3862860895
2022-12-07,0,HỒ CHÍ MINH,2000,100331,12438959583
2022-06-21,0,HÀ NỘI,1500,45049,11026788795
2022-11-09,0,HỒ CHÍ MINH,2000,107383,13551016321
2022-06-05,0,HỒ CHÍ MINH,2000,123370,15504276538
2024-01-31,1,HÀ NỘI,1500,21802,9612261851
2023-06-30,0,HỒ CHÍ MINH,2000,76990,7549017580
2023-06-01,1,HỒ CHÍ MINH,1500,5664,1587885214
2022-01-16,0,HỒ CHÍ MINH,1500,14474,6539896676
2022-11-14,0,HÀ NỘI,1500,39724,9350528181
2023-03-13,0,HÀ NỘI,1500,26195,5319591040
2024-02-08,0,HÀ NỘI,1500,40785,20848938889
2023-02-23,1,HÀ NỘI,1500,13413,3475946571
2023-05-02,1,HÀ NỘI,2000,49446,7009420591
2024-01-11,0,HÀ NỘI,1500,20149,4753006220
2023-05-26,0,HÀ NỘI,1500,26282,4828108388
2023-09-20,0,HÀ NỘI,1500,26125,5024727533
2023-03-22,1,HÀ NỘI,2000,53822,6958192347
2023-08-26,1,HÀ NỘI,2000,94639,12737840313
2022-06-13,0,HỒ CHÍ MINH,1500,14646,3683313773
2024-04-09,1,HỒ CHÍ MINH,2000,46880,6081394346
2023-08-28,1,HỒ CHÍ MINH,1009,130,24511173
2023-04-24,1,HỒ CHÍ MINH,1500,5034,1372218324
2022-04-25,0,HỒ CHÍ MINH,1500,12411,3091798260
2023-04-23,1,HỒ CHÍ MINH,1500,7270,2310852605
2023-10-26,0,HỒ CHÍ MINH,1500,7546,1383060123
2023-01-05,1,HỒ CHÍ MINH,2000,5978,919317621
2022-09-01,1,HÀ NỘI,2000,4003,697596801
2023-08-03,1,HỒ CHÍ MINH,1009,166,15707045
2023-10-08,1,HỒ CHÍ MINH,1009,174,50498662
2022-11-01,1,HỒ CHÍ MINH,1009,52,3366980
2022-10-18,1,HÀ NỘI,1009,16,1239000
2023-01-26,0,HÀ NỘI,1009,114,6795008
2023-08-27,1,HỒ CHÍ MINH,1009,155,18960450
2022-12-13,0,HỒ CHÍ MINH,1009,172,12126572
2023-09-27,0,HỒ CHÍ MINH,1009,215,13717951
2023-01-13,1,HỒ CHÍ MINH,1009,81,8138400
2024-04-07,0,HỒ CHÍ MINH,1009,40,1724931
2022-12-28,0,HỒ CHÍ MINH,1009,167,7777890
2023-02-22,1,HỒ CHÍ MINH,1009,78,7954210
2023-03-16,1,HỒ CHÍ MINH,1009,102,11216820
2022-11-14,0,HÀ NỘI,1009,45,3087875
2023-09-25,0,HÀ NỘI,1009,44,2318840
2023-09-06,1,HỒ CHÍ MINH,1500,5008,1507263041
2023-03-19,1,HỒ CHÍ MINH,1009,118,9507165
2023-11-08,0,HÀ NỘI,2000,92158,7803402129
2023-08-19,0,HỒ CHÍ MINH,2000,78514,7533139818
2022-12-06,1,HÀ NỘI,1009,30,2514000
2023-05-22,0,HỒ CHÍ MINH,2000,76563,7895412373
2023-12-27,0,HÀ NỘI,2000,89478,7749637367
2023-12-17,1,HỒ CHÍ MINH,1500,7064,2445503064
2024-01-31,0,HỒ CHÍ MINH,2000,55411,6457641382
2023-04-11,1,HỒ CHÍ MINH,1009,74,7156100
2024-03-08,0,HỒ CHÍ MINH,1009,24,18894927
2022-12-21,0,HÀ NỘI,1009,62,3510300
2023-02-14,1,HÀ NỘI,2000,39723,5067837014
2022-11-12,0,HỒ CHÍ MINH,2000,111460,13530631739
2022-09-18,0,HÀ NỘI,2000,238553,27192665657
2023-04-12,0,HỒ CHÍ MINH,1500,6532,1381671185
2022-11-05,1,HÀ NỘI,1009,18,3120220
2023-06-29,0,HỒ CHÍ MINH,2000,77389,7135973871
2022-10-25,0,HỒ CHÍ MINH,1009,100,8368510
2022-06-13,0,HỒ CHÍ MINH,2000,115862,15326268753
2023-02-28,1,HỒ CHÍ MINH,2000,24780,3569914007
2023-05-29,1,HÀ NỘI,1009,110,9084580
2022-05-16,0,HỒ CHÍ MINH,2000,109269,15270392065
2023-11-23,1,HÀ NỘI,1500,20652,5730120767
2023-01-30,1,HỒ CHÍ MINH,2000,18880,2400467803
2023-11-16,0,HÀ NỘI,1009,54,7283334
2023-08-21,1,HÀ NỘI,2000,96130,11354956054
2022-07-29,0,HÀ NỘI,2000,224331,23594486877
2022-12-05,1,HÀ NỘI,1009,24,2265330
2023-05-09,0,HỒ CHÍ MINH,1500,7526,1446794197
2023-05-30,0,HÀ NỘI,2000,145759,12059459453
2024-03-29,0,HỒ CHÍ MINH,1500,8797,2017919316
2024-03-11,1,HỒ CHÍ MINH,1500,4768,1370772758
2024-03-08,0,HỒ CHÍ MINH,1500,10103,2102499030
2022-01-04,0,HÀ NỘI,2000,158128,19411357868
2023-09-13,0,HÀ NỘI,1009,34,1964880
2022-09-29,1,HỒ CHÍ MINH,2000,2873,506795359
2023-03-11,0,HỒ CHÍ MINH,1500,10338,2512105419
2022-10-08,0,HÀ NỘI,2000,215077,23374579918
2023-02-04,0,HỒ CHÍ MINH,1500,13699,3532041136
2022-03-17,0,HỒ CHÍ MINH,2000,108697,14887905780
