CALDAY,IS_MBS,CITY,BUSINESS_UNIT,MCH5_NAME,VALUE_TRANSACTIONS_MCH5,VALUE_SALE_AMOUNT_MCH5
2023-07-29,1,HỒ CHÍ MINH,1500,Gà nội địa,663,60734177
2023-01-03,0,HÀ NỘI,1500,Gà nội địa,3139,207764193
2022-12-21,1,HỒ CHÍ MINH,2000,Gà nội địa,390,24128616
2024-02-02,0,HÀ NỘI,2000,Gà nội địa,177,11556144
2023-12-06,0,HỒ CHÍ MINH,1500,Gà nội địa,267,22714924
2022-11-06,1,HÀ NỘI,2000,Gà nội địa,557,36641979
2022-09-02,1,HÀ NỘI,2000,Gà nội địa,187,12991524
2024-02-25,0,HỒ CHÍ MINH,1500,Gà nội địa,404,32692924
2022-11-11,0,HỒ CHÍ MINH,2000,Gà nội địa,2824,175343025
2022-04-05,0,HÀ NỘI,1500,Gà nội địa,3166,221337770
2024-04-05,1,HÀ NỘI,2000,Gà nội địa,6766,394414588
2022-02-24,0,HÀ NỘI,1500,Gà nội địa,3672,271106261
2024-02-04,1,HÀ NỘI,2000,Gà nội địa,4559,273798322
2023-06-16,1,HỒ CHÍ MINH,2000,Gà nội địa,1981,134781684
2023-10-05,1,HÀ NỘI,2000,Gà nội địa,7327,419327269
2022-05-02,0,HỒ CHÍ MINH,2000,Gà nội địa,3568,231337099
2022-03-03,0,HÀ NỘI,1500,Gà nội địa,3152,228654891
2024-02-17,1,HÀ NỘI,1500,Gà nội địa,2224,165870450
2023-02-06,1,HÀ NỘI,2000,Gà nội địa,3711,201443216
2023-11-20,1,HÀ NỘI,2000,Gà nội địa,7500,427717365
2022-07-05,0,HÀ NỘI,2000,Gà nội địa,5701,368884969
2023-07-29,0,HỒ CHÍ MINH,2000,Gà nội địa,1366,91183864
2023-04-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1520,96014347
2022-08-21,0,HỒ CHÍ MINH,1500,Gà nội địa,1196,94414683
2023-11-14,0,HÀ NỘI,1500,Gà nội địa,905,64264666
2023-12-21,0,HÀ NỘI,1500,Gà nội địa,941,67007980
2023-11-27,0,HÀ NỘI,1500,Gà nội địa,780,56169424
2023-08-30,0,HÀ NỘI,2000,Gà nội địa,319,19608595
2023-06-21,0,HÀ NỘI,2000,Gà nội địa,515,32803078
2024-01-31,0,HỒ CHÍ MINH,1500,Gà nội địa,282,29331136
2023-10-30,0,HỒ CHÍ MINH,1500,Gà nội địa,294,23925719
2023-05-04,0,HỒ CHÍ MINH,1500,Gà nội địa,295,23950886
2024-04-11,1,HỒ CHÍ MINH,2000,Gà nội địa,3096,198359376
2023-05-20,1,HÀ NỘI,1500,Gà nội địa,2591,202404032
2023-05-28,0,HÀ NỘI,1500,Gà nội địa,1552,120067524
2022-09-22,0,HÀ NỘI,2000,Gà nội địa,6429,403760888
2023-09-05,1,HỒ CHÍ MINH,1500,Gà nội địa,518,41335585
2024-03-30,1,HỒ CHÍ MINH,2000,Gà nội địa,2666,182859459
2024-03-26,0,HỒ CHÍ MINH,2000,Gà nội địa,957,58002933
2022-09-17,0,HÀ NỘI,2000,Gà nội địa,6777,450300885
2023-04-08,0,HÀ NỘI,1500,Gà nội địa,1475,124705104
2022-12-25,1,HÀ NỘI,2000,Gà nội địa,509,34108300
2023-09-10,0,HỒ CHÍ MINH,1500,Gà nội địa,458,36579911
2024-01-26,1,HỒ CHÍ MINH,2000,Gà nội địa,2509,165632398
2023-02-02,1,HỒ CHÍ MINH,2000,Gà nội địa,1194,74780513
2022-09-23,0,HỒ CHÍ MINH,1500,Gà nội địa,692,55981064
2022-04-01,0,HÀ NỘI,1500,Gà nội địa,2854,204913179
2023-08-10,0,HỒ CHÍ MINH,2000,Gà nội địa,1204,73395952
2023-04-06,0,HÀ NỘI,1500,Gà nội địa,1255,87947976
2023-04-19,1,HỒ CHÍ MINH,2000,Gà nội địa,2041,134046185
2022-06-18,0,HỒ CHÍ MINH,1500,Gà nội địa,1013,83983822
2023-12-25,1,HỒ CHÍ MINH,2000,Gà nội địa,3140,201979980
2023-09-08,0,HÀ NỘI,2000,Gà nội địa,332,22775975
2023-09-08,1,HỒ CHÍ MINH,1500,Gà nội địa,367,30347148
2022-06-13,0,HỒ CHÍ MINH,2000,Gà nội địa,3775,243627411
2024-02-26,1,HỒ CHÍ MINH,1500,Gà nội địa,421,33979258
2022-03-19,0,HỒ CHÍ MINH,2000,Gà nội địa,3616,241766594
2022-09-11,1,HỒ CHÍ MINH,2000,Gà nội địa,344,23365776
2022-04-30,0,HỒ CHÍ MINH,2000,Gà nội địa,2904,196237612
2022-03-05,0,HÀ NỘI,1500,Gà nội địa,4194,331971902
2022-10-09,0,HỒ CHÍ MINH,1500,Gà nội địa,1161,95623364
2022-12-30,0,HỒ CHÍ MINH,2000,Gà nội địa,2443,153786442
2023-08-08,0,HÀ NỘI,2000,Gà nội địa,381,23859869
2023-03-15,0,HỒ CHÍ MINH,1500,Gà nội địa,408,32254622
2023-10-25,0,HỒ CHÍ MINH,2000,Gà nội địa,1140,69798138
2024-01-04,1,HÀ NỘI,2000,Gà nội địa,6749,389917401
2023-11-26,0,HÀ NỘI,2000,Gà nội địa,306,20213937
2023-11-12,1,HỒ CHÍ MINH,2000,Gà nội địa,3037,202496936
2023-02-13,0,HỒ CHÍ MINH,1500,Gà nội địa,493,37277214
2023-08-13,0,HÀ NỘI,1500,Gà nội địa,1577,116833125
2024-01-16,0,HỒ CHÍ MINH,2000,Gà nội địa,755,47707769
2023-03-21,0,HỒ CHÍ MINH,1500,Gà nội địa,365,29741894
2023-08-31,0,HỒ CHÍ MINH,1500,Gà nội địa,288,27467802
2023-10-08,0,HỒ CHÍ MINH,1500,Gà nội địa,364,33420794
2024-03-26,0,HÀ NỘI,2000,Gà nội địa,328,23010028
2023-04-03,0,HÀ NỘI,2000,Gà nội địa,646,41723255
2023-12-01,0,HÀ NỘI,2000,Gà nội địa,254,16725734
2022-02-28,0,HỒ CHÍ MINH,2000,Gà nội địa,3646,240070244
2022-11-17,1,HỒ CHÍ MINH,2000,Gà nội địa,334,21422489
2023-02-02,1,HÀ NỘI,2000,Gà nội địa,3695,203363420
2022-06-15,0,HÀ NỘI,1500,Gà nội địa,3469,233244354
2022-03-25,0,HÀ NỘI,2000,Gà nội địa,4795,301700520
2023-03-02,1,HÀ NỘI,1500,Gà nội địa,1775,122688671
2023-06-30,0,HÀ NỘI,1500,Gà nội địa,1159,82583714
2022-05-30,0,HÀ NỘI,1500,Gà nội địa,3641,247856237
2023-10-07,0,HỒ CHÍ MINH,2000,Gà nội địa,1103,70889039
2023-11-01,0,HỒ CHÍ MINH,1500,Gà nội địa,260,22035214
2023-07-13,0,HỒ CHÍ MINH,2000,Gà nội địa,1413,88872740
2023-03-16,0,HỒ CHÍ MINH,2000,Gà nội địa,1591,99572222
2023-03-04,0,HÀ NỘI,1500,Gà nội địa,1929,146207511
2023-08-13,0,HỒ CHÍ MINH,1500,Gà nội địa,465,42841408
2022-01-19,0,HỒ CHÍ MINH,2000,Gà nội địa,3211,221675415
2023-06-06,1,HỒ CHÍ MINH,2000,Gà nội địa,2583,177472185
2023-10-06,1,HỒ CHÍ MINH,1500,Gà nội địa,432,38422797
2023-07-31,1,HÀ NỘI,2000,Gà nội địa,7283,411198757
2023-03-05,0,HÀ NỘI,1500,Gà nội địa,2078,156997674
2022-07-10,0,HÀ NỘI,1500,Gà nội địa,4552,348809483
2022-01-14,0,HÀ NỘI,2000,Gà nội địa,5024,323289866
2023-08-07,1,HÀ NỘI,2000,Gà nội địa,7781,430491286
2023-04-08,1,HÀ NỘI,2000,Gà nội địa,5637,326112994
2023-10-14,1,HỒ CHÍ MINH,2000,Gà nội địa,2474,167972355
2022-10-21,0,HỒ CHÍ MINH,1500,Gà nội địa,706,52929843
2023-10-27,1,HÀ NỘI,2000,Gà nội địa,6312,367456913
2023-09-11,1,HÀ NỘI,2000,Gà nội địa,7603,440558861
2023-07-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1564,102455439
2023-07-13,1,HỒ CHÍ MINH,2000,Gà nội địa,2264,155265929
2022-09-22,0,HỒ CHÍ MINH,1500,Gà nội địa,804,61166721
2023-10-11,0,HỒ CHÍ MINH,2000,Gà nội địa,1173,72899612
2023-03-03,0,HÀ NỘI,1500,Gà nội địa,1415,100471329
2023-01-13,0,HÀ NỘI,2000,Gà nội địa,1374,89109379
2023-02-19,1,HỒ CHÍ MINH,1500,Gà nội địa,387,30560717
2023-10-27,1,HÀ NỘI,1500,Gà nội địa,2134,149878238
2023-09-19,1,HÀ NỘI,2000,Gà nội địa,6932,405048661
2023-07-10,0,HÀ NỘI,1500,Gà nội địa,1204,84874121
2023-10-04,1,HỒ CHÍ MINH,1500,Gà nội địa,582,45122175
2023-07-02,1,HÀ NỘI,1500,Gà nội địa,2999,230245950
2023-08-16,0,HÀ NỘI,2000,Gà nội địa,385,25033073
2024-03-03,1,HỒ CHÍ MINH,1500,Gà nội địa,645,57530920
2023-03-16,1,HỒ CHÍ MINH,1500,Gà nội địa,349,29250760
2024-04-17,0,HỒ CHÍ MINH,1500,Gà nội địa,283,22820028
2022-11-28,0,HỒ CHÍ MINH,2000,Gà nội địa,3379,207625960
2023-09-26,1,HÀ NỘI,1500,Gà nội địa,2112,144591582
2023-09-30,1,HÀ NỘI,2000,Gà nội địa,6871,418238091
2023-06-08,1,HÀ NỘI,2000,Gà nội địa,6358,358688016
2024-02-04,0,HÀ NỘI,2000,Gà nội địa,235,16656068
2023-05-12,1,HỒ CHÍ MINH,1500,Gà nội địa,435,33131304
2023-09-12,0,HỒ CHÍ MINH,2000,Gà nội địa,1188,73351883
2023-06-16,1,HÀ NỘI,2000,Gà nội địa,6009,340179189
2024-03-24,0,HỒ CHÍ MINH,2000,Gà nội địa,914,56534460
2022-10-08,0,HỒ CHÍ MINH,1500,Gà nội địa,971,77564513
2022-12-04,0,HỒ CHÍ MINH,2000,Gà nội địa,3232,211791326
2023-09-03,1,HỒ CHÍ MINH,2000,Gà nội địa,2166,147815201
2023-02-22,1,HÀ NỘI,2000,Gà nội địa,4912,272374779
2023-02-20,1,HÀ NỘI,1500,Gà nội địa,1586,101876362
2022-10-26,0,HỒ CHÍ MINH,2000,Gà nội địa,3179,198184089
2023-08-07,0,HỒ CHÍ MINH,1500,Gà nội địa,358,28439224
2022-08-26,0,HÀ NỘI,1500,Gà nội địa,3529,247465971
2023-08-30,1,HÀ NỘI,1500,Gà nội địa,1669,113941764
2023-12-28,0,HÀ NỘI,1500,Gà nội địa,843,63134939
2024-04-02,0,HỒ CHÍ MINH,1500,Gà nội địa,267,22287355
2023-06-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1545,100545283
2023-01-18,1,HỒ CHÍ MINH,1500,Gà nội địa,155,13039718
2023-07-19,0,HÀ NỘI,2000,Gà nội địa,422,27907436
2023-07-03,0,HỒ CHÍ MINH,2000,Gà nội địa,1892,118604539
2022-04-16,0,HỒ CHÍ MINH,1500,Gà nội địa,1095,87470282
2023-08-12,1,HỒ CHÍ MINH,1500,Gà nội địa,587,50073028
2024-02-02,0,HỒ CHÍ MINH,2000,Gà nội địa,610,40048652
2022-12-18,0,HÀ NỘI,1500,Gà nội địa,5060,387719045
2023-12-04,1,HÀ NỘI,2000,Gà nội địa,7769,454849010
2022-05-16,0,HÀ NỘI,2000,Gà nội địa,6160,365862026
2022-01-05,0,HỒ CHÍ MINH,2000,Gà nội địa,3500,247764549
2023-11-04,1,HÀ NỘI,2000,Gà nội địa,7316,443570156
2022-09-16,0,HÀ NỘI,2000,Gà nội địa,6383,402987845
2023-11-25,1,HÀ NỘI,2000,Gà nội địa,6607,391132934
2023-02-10,1,HÀ NỘI,1500,Gà nội địa,1276,86851357
2023-11-16,0,HỒ CHÍ MINH,2000,Gà nội địa,869,54396979
2023-02-28,1,HÀ NỘI,2000,Gà nội địa,5227,282238646
2023-11-18,1,HÀ NỘI,1500,Gà nội địa,3051,232200506
2023-01-06,0,HỒ CHÍ MINH,1500,Gà nội địa,483,38528556
2023-04-29,0,HÀ NỘI,2000,Gà nội địa,574,41460028
2023-08-09,1,HỒ CHÍ MINH,1500,Gà nội địa,458,37273830
2023-06-12,0,HÀ NỘI,1500,Gà nội địa,1168,80665904
2023-03-01,0,HỒ CHÍ MINH,2000,Gà nội địa,1765,107211402
2023-04-09,0,HỒ CHÍ MINH,2000,Gà nội địa,1539,100485795
2023-12-04,0,HÀ NỘI,1500,Gà nội địa,797,51276631
2024-03-15,1,HỒ CHÍ MINH,1500,Gà nội địa,359,29610152
2023-04-11,0,HÀ NỘI,2000,Gà nội địa,620,40329007
2024-03-04,0,HÀ NỘI,1500,Gà nội địa,877,58553931
2022-09-01,1,HÀ NỘI,2000,Gà nội địa,225,15927382
2022-11-24,1,HÀ NỘI,2000,Gà nội địa,448,29647354
2023-01-07,1,HÀ NỘI,1500,Gà nội địa,1823,132950624
2022-03-02,0,HỒ CHÍ MINH,1500,Gà nội địa,870,63180156
2022-02-14,0,HÀ NỘI,2000,Gà nội địa,5002,310335164
2023-05-27,0,HỒ CHÍ MINH,1500,Gà nội địa,385,31805159
2024-01-25,0,HÀ NỘI,1500,Gà nội địa,939,65223546
2023-06-29,0,HÀ NỘI,1500,Gà nội địa,1182,81341575
2023-02-16,1,HÀ NỘI,2000,Gà nội địa,4437,241581484
2022-04-12,0,HÀ NỘI,2000,Gà nội địa,4733,298670942
2024-03-04,1,HỒ CHÍ MINH,2000,Gà nội địa,2827,184613820
2023-06-15,0,HỒ CHÍ MINH,1500,Gà nội địa,362,36095351
2023-01-11,0,HỒ CHÍ MINH,2000,Gà nội địa,1703,108065620
2024-01-31,1,HỒ CHÍ MINH,1500,Gà nội địa,378,34231743
2022-10-11,1,HỒ CHÍ MINH,2000,Gà nội địa,203,12559532
2024-01-06,0,HỒ CHÍ MINH,2000,Gà nội địa,672,42398983
2023-08-20,1,HỒ CHÍ MINH,1500,Gà nội địa,673,57706691
2024-02-03,0,HỒ CHÍ MINH,2000,Gà nội địa,595,39045548
2023-12-21,1,HỒ CHÍ MINH,1500,Gà nội địa,464,38069522
2023-05-25,0,HÀ NỘI,2000,Gà nội địa,600,40106595
2022-09-09,0,HÀ NỘI,2000,Gà nội địa,5573,360845665
2023-10-03,1,HÀ NỘI,1500,Gà nội địa,2436,160656504
2022-04-26,0,HÀ NỘI,2000,Gà nội địa,5164,312457023
2023-01-17,0,HÀ NỘI,1500,Gà nội địa,1665,133303501
2022-07-16,0,HÀ NỘI,1500,Gà nội địa,3921,306074464
2022-10-03,0,HỒ CHÍ MINH,1500,Gà nội địa,843,65854072
2022-12-30,0,HÀ NỘI,2000,Gà nội địa,4378,299405449
2023-12-01,1,HÀ NỘI,1500,Gà nội địa,2376,156320776
2024-01-31,1,HÀ NỘI,2000,Gà nội địa,6114,357775193
2023-04-16,0,HỒ CHÍ MINH,2000,Gà nội địa,1833,118151951
2024-01-09,1,HỒ CHÍ MINH,2000,Gà nội địa,2917,184676318
2022-11-14,0,HÀ NỘI,1500,Gà nội địa,3254,226393437
2022-08-02,0,HÀ NỘI,2000,Gà nội địa,6995,450117758
2022-07-30,0,HÀ NỘI,1500,Gà nội địa,3948,292977558
2023-09-20,1,HÀ NỘI,1500,Gà nội địa,2432,159606031
2023-10-01,1,HỒ CHÍ MINH,2000,Gà nội địa,2818,194084783
2022-05-25,0,HỒ CHÍ MINH,1500,Gà nội địa,773,59588792
2022-02-25,0,HÀ NỘI,1500,Gà nội địa,3667,281005643
2022-11-13,1,HÀ NỘI,2000,Gà nội địa,510,32410335
2023-05-03,1,HÀ NỘI,1500,Gà nội địa,2252,157268713
2024-03-07,1,HÀ NỘI,1500,Gà nội địa,2244,159972468
2022-04-22,0,HỒ CHÍ MINH,2000,Gà nội địa,3175,197704723
2023-01-21,0,HỒ CHÍ MINH,2000,Gà nội địa,381,20650579
2022-11-09,1,HÀ NỘI,2000,Gà nội địa,494,30347638
2023-08-07,0,HÀ NỘI,1500,Gà nội địa,1253,86828419
2022-10-18,0,HỒ CHÍ MINH,1500,Gà nội địa,805,60172094
2022-09-20,1,HÀ NỘI,2000,Gà nội địa,458,29167201
2023-11-25,0,HỒ CHÍ MINH,2000,Gà nội địa,881,54631627
2023-04-13,0,HỒ CHÍ MINH,1500,Gà nội địa,248,20996673
2023-06-29,1,HỒ CHÍ MINH,1500,Gà nội địa,429,33289142
2023-07-15,1,HÀ NỘI,1500,Gà nội địa,2733,206690981
2023-03-29,0,HỒ CHÍ MINH,1500,Gà nội địa,328,27974222
2022-12-17,1,HỒ CHÍ MINH,2000,Gà nội địa,403,26294031
2023-03-21,1,HÀ NỘI,1500,Gà nội địa,1865,126227121
2023-03-09,0,HỒ CHÍ MINH,1500,Gà nội địa,381,33081886
2022-09-23,0,HÀ NỘI,1500,Gà nội địa,2986,209835709
2023-07-21,1,HÀ NỘI,2000,Gà nội địa,5705,323044845
2022-05-25,0,HÀ NỘI,2000,Gà nội địa,5444,332700484
2022-06-24,0,HỒ CHÍ MINH,1500,Gà nội địa,841,64937244
2024-03-24,0,HỒ CHÍ MINH,1500,Gà nội địa,390,30679405
2024-04-21,0,HÀ NỘI,1500,Gà nội địa,1156,85734626
2024-03-19,0,HÀ NỘI,1500,Gà nội địa,1006,63709817
2022-06-05,0,HỒ CHÍ MINH,1500,Gà nội địa,1184,95799036
2022-06-20,0,HỒ CHÍ MINH,2000,Gà nội địa,3666,234056784
2024-02-18,0,HỒ CHÍ MINH,2000,Gà nội địa,724,47821386
2023-08-15,1,HỒ CHÍ MINH,1500,Gà nội địa,499,40476746
2023-03-09,1,HỒ CHÍ MINH,2000,Gà nội địa,1757,114484411
2023-02-26,1,HỒ CHÍ MINH,1500,Gà nội địa,471,37882592
2023-10-06,1,HÀ NỘI,2000,Gà nội địa,6651,385704208
2023-11-20,1,HỒ CHÍ MINH,1500,Gà nội địa,509,40276444
2023-06-16,1,HÀ NỘI,1500,Gà nội địa,1976,143182824
2023-06-10,0,HỒ CHÍ MINH,2000,Gà nội địa,1616,109553549
2022-08-14,0,HỒ CHÍ MINH,1500,Gà nội địa,1125,90391111
2023-05-12,0,HỒ CHÍ MINH,2000,Gà nội địa,1525,97464123
2023-10-14,1,HÀ NỘI,1500,Gà nội địa,3120,247528887
2022-03-20,0,HÀ NỘI,1500,Gà nội địa,3903,278164302
2023-04-12,0,HỒ CHÍ MINH,2000,Gà nội địa,1625,101088851
2022-02-07,0,HÀ NỘI,1500,Gà nội địa,3015,205846287
2022-03-17,0,HÀ NỘI,1500,Gà nội địa,2785,185251909
2022-02-10,0,HÀ NỘI,2000,Gà nội địa,3465,208596354
2023-02-19,0,HỒ CHÍ MINH,2000,Gà nội địa,1638,102222869
2022-05-12,0,HÀ NỘI,1500,Gà nội địa,2884,195550659
2023-05-09,1,HÀ NỘI,2000,Gà nội địa,6604,372915677
2023-11-15,0,HỒ CHÍ MINH,1500,Gà nội địa,279,25268397
2023-07-18,0,HÀ NỘI,2000,Gà nội địa,589,37923769
2024-01-31,1,HỒ CHÍ MINH,2000,Gà nội địa,2655,174248375
2023-10-10,1,HÀ NỘI,1500,Gà nội địa,2394,156840043
2023-03-20,1,HÀ NỘI,1500,Gà nội địa,1861,124709760
2023-08-01,1,HỒ CHÍ MINH,1500,Gà nội địa,503,40807105
2023-04-25,0,HÀ NỘI,1500,Gà nội địa,1231,82620244
2024-01-27,0,HỒ CHÍ MINH,2000,Gà nội địa,686,45172239
2024-03-01,1,HỒ CHÍ MINH,1500,Gà nội địa,432,35759055
2023-03-22,0,HÀ NỘI,2000,Gà nội địa,679,43202185
2024-03-02,1,HỒ CHÍ MINH,1500,Gà nội địa,564,49910338
2024-02-26,0,HÀ NỘI,2000,Gà nội địa,295,21128058
2023-04-09,0,HÀ NỘI,2000,Gà nội địa,766,50269863
2024-01-14,1,HỒ CHÍ MINH,1500,Gà nội địa,657,56249853
2023-10-28,0,HÀ NỘI,2000,Gà nội địa,380,26724850
2023-08-26,0,HÀ NỘI,2000,Gà nội địa,419,27015445
2023-12-21,0,HỒ CHÍ MINH,1500,Gà nội địa,278,26313692
2023-06-03,0,HỒ CHÍ MINH,2000,Gà nội địa,1683,112964820
2023-02-12,1,HÀ NỘI,2000,Gà nội địa,4064,228196907
2022-02-26,0,HÀ NỘI,1500,Gà nội địa,4519,353980874
2024-03-27,0,HỒ CHÍ MINH,2000,Gà nội địa,868,52893701
2023-08-15,0,HỒ CHÍ MINH,2000,Gà nội địa,1235,77891564
2024-04-19,1,HÀ NỘI,1500,Gà nội địa,2183,148104918
2023-09-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1235,75636794
2023-01-30,0,HỒ CHÍ MINH,2000,Gà nội địa,1786,104923714
2023-02-07,1,HÀ NỘI,1500,Gà nội địa,1172,69978799
2022-06-03,0,HỒ CHÍ MINH,2000,Gà nội địa,3361,226195603
2023-10-02,0,HÀ NỘI,1500,Gà nội địa,1163,73272764
2023-06-05,1,HÀ NỘI,1500,Gà nội địa,2253,151286314
2022-05-27,0,HÀ NỘI,2000,Gà nội địa,4885,309045709
2022-12-26,0,HỒ CHÍ MINH,1500,Gà nội địa,771,57072261
2024-02-19,1,HỒ CHÍ MINH,2000,Gà nội địa,2338,152333619
2023-06-25,1,HÀ NỘI,2000,Gà nội địa,7567,435670332
2023-06-19,1,HÀ NỘI,2000,Gà nội địa,7715,435875824
2022-06-29,0,HỒ CHÍ MINH,2000,Gà nội địa,3295,212564533
2022-05-09,0,HỒ CHÍ MINH,2000,Gà nội địa,3898,247646114
2022-08-05,0,HỒ CHÍ MINH,1500,Gà nội địa,793,62650139
2022-03-31,0,HÀ NỘI,1500,Gà nội địa,3197,221205201
2022-09-11,0,HỒ CHÍ MINH,1500,Gà nội địa,1234,100685258
2023-12-19,1,HÀ NỘI,2000,Gà nội địa,7685,442056570
2023-12-30,0,HỒ CHÍ MINH,1500,Gà nội địa,327,28333309
2023-01-04,0,HÀ NỘI,1500,Gà nội địa,2998,209841835
2024-03-18,0,HỒ CHÍ MINH,2000,Gà nội địa,951,60078822
2023-04-20,1,HỒ CHÍ MINH,2000,Gà nội địa,1891,123816358
2022-11-26,1,HỒ CHÍ MINH,2000,Gà nội địa,364,25661684
2023-04-19,0,HỒ CHÍ MINH,2000,Gà nội địa,1664,104850417
2023-05-18,0,HỒ CHÍ MINH,1500,Gà nội địa,355,30142384
2023-09-03,1,HỒ CHÍ MINH,1500,Gà nội địa,422,35619866
2024-01-30,1,HÀ NỘI,1500,Gà nội địa,2119,151204504
2023-11-10,0,HỒ CHÍ MINH,1500,Gà nội địa,242,18585303
2023-08-27,0,HỒ CHÍ MINH,1500,Gà nội địa,413,35686256
2023-06-30,1,HỒ CHÍ MINH,1500,Gà nội địa,492,40986475
2023-01-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1406,93960505
2023-12-06,0,HÀ NỘI,2000,Gà nội địa,240,17966335
2023-10-16,0,HÀ NỘI,2000,Gà nội địa,325,21071238
2024-03-26,1,HÀ NỘI,2000,Gà nội địa,7919,476348752
2024-01-18,0,HÀ NỘI,2000,Gà nội địa,256,17640084
2023-11-11,1,HÀ NỘI,2000,Gà nội địa,6947,420535364
2024-04-07,1,HỒ CHÍ MINH,1500,Gà nội địa,618,53069523
2023-04-14,1,HỒ CHÍ MINH,1500,Gà nội địa,380,30521780
2022-05-29,0,HÀ NỘI,2000,Gà nội địa,6124,389912578
2023-12-23,1,HỒ CHÍ MINH,2000,Gà nội địa,2699,183949328
2022-10-02,1,HÀ NỘI,2000,Gà nội địa,446,29603343
2022-06-28,0,HÀ NỘI,1500,Gà nội địa,3463,236649162
2022-05-24,0,HÀ NỘI,1500,Gà nội địa,3931,261013585
2023-09-15,1,HỒ CHÍ MINH,2000,Gà nội địa,2285,154687586
2023-03-25,1,HỒ CHÍ MINH,1500,Gà nội địa,447,39893710
2023-09-02,0,HỒ CHÍ MINH,1500,Gà nội địa,323,28955394
2023-01-18,0,HỒ CHÍ MINH,2000,Gà nội địa,1395,97761068
2023-03-17,1,HÀ NỘI,1500,Gà nội địa,1811,124988961
2024-02-07,1,HÀ NỘI,1500,Gà nội địa,2229,208785655
2023-10-20,1,HÀ NỘI,1500,Gà nội địa,2003,142010107
2023-01-01,0,HỒ CHÍ MINH,1500,Gà nội địa,784,66555461
2023-11-28,1,HÀ NỘI,2000,Gà nội địa,7351,414933812
2024-03-19,1,HÀ NỘI,2000,Gà nội địa,8382,494842732
2023-02-07,1,HỒ CHÍ MINH,1500,Gà nội địa,218,15498923
2022-01-15,0,HỒ CHÍ MINH,1500,Gà nội địa,806,66639675
2022-12-11,0,HỒ CHÍ MINH,2000,Gà nội địa,3187,209565391
2023-07-12,0,HỒ CHÍ MINH,1500,Gà nội địa,371,33665431
2023-06-21,0,HỒ CHÍ MINH,2000,Gà nội địa,1760,107589559
2023-12-14,0,HÀ NỘI,1500,Gà nội địa,874,63031269
2022-09-20,0,HỒ CHÍ MINH,1500,Gà nội địa,833,63603331
2022-11-24,0,HÀ NỘI,1500,Gà nội địa,2956,206340881
2022-01-08,0,HÀ NỘI,1500,Gà nội địa,3821,290733917
2023-12-17,1,HÀ NỘI,1500,Gà nội địa,3968,296331127
2023-12-25,1,HÀ NỘI,1500,Gà nội địa,2430,162590624
2024-01-31,0,HÀ NỘI,1500,Gà nội địa,920,68805053
2022-01-20,0,HÀ NỘI,1500,Gà nội địa,2745,210590173
2022-01-16,0,HÀ NỘI,2000,Gà nội địa,5312,344138532
2023-08-17,0,HỒ CHÍ MINH,1500,Gà nội địa,360,30062118
2023-01-05,0,HÀ NỘI,2000,Gà nội địa,4745,320678662
2023-01-28,1,HÀ NỘI,1500,Gà nội địa,1133,80382507
2023-02-04,1,HỒ CHÍ MINH,2000,Gà nội địa,1104,73855754
2023-01-09,1,HỒ CHÍ MINH,2000,Gà nội địa,1429,86717769
2024-03-15,0,HÀ NỘI,1500,Gà nội địa,1007,77408881
2023-02-04,0,HÀ NỘI,2000,Gà nội địa,1421,93963694
2023-10-24,0,HỒ CHÍ MINH,2000,Gà nội địa,1222,73422090
2024-03-28,0,HÀ NỘI,2000,Gà nội địa,262,17969182
2024-02-06,0,HỒ CHÍ MINH,1500,Gà nội địa,318,30953030
2022-03-26,0,HỒ CHÍ MINH,1500,Gà nội địa,1018,82201594
2022-12-10,1,HỒ CHÍ MINH,2000,Gà nội địa,410,27690479
2024-01-12,0,HỒ CHÍ MINH,1500,Gà nội địa,275,21728648
2022-04-08,0,HỒ CHÍ MINH,1500,Gà nội địa,715,56877304
2023-03-25,0,HỒ CHÍ MINH,1500,Gà nội địa,448,39547551
2022-02-17,0,HÀ NỘI,2000,Gà nội địa,5053,312036153
2024-01-18,1,HÀ NỘI,2000,Gà nội địa,7496,432648968
2023-09-19,1,HÀ NỘI,1500,Gà nội địa,2533,168053856
2023-10-08,0,HÀ NỘI,2000,Gà nội địa,444,29247986
2022-12-03,0,HỒ CHÍ MINH,2000,Gà nội địa,3002,200759768
2024-03-17,1,HỒ CHÍ MINH,2000,Gà nội địa,3200,211234440
2023-08-05,1,HỒ CHÍ MINH,1500,Gà nội địa,557,50815103
2023-01-10,1,HÀ NỘI,2000,Gà nội địa,3917,220136721
2022-08-12,0,HỒ CHÍ MINH,2000,Gà nội địa,3061,204118844
2022-01-27,0,HỒ CHÍ MINH,1500,Gà nội địa,619,55717435
2023-01-09,1,HÀ NỘI,2000,Gà nội địa,3928,218967431
2022-04-06,0,HÀ NỘI,1500,Gà nội địa,3092,224663605
2023-07-19,0,HÀ NỘI,1500,Gà nội địa,1299,90691860
2023-03-16,0,HỒ CHÍ MINH,1500,Gà nội địa,346,24623102
2023-02-10,0,HÀ NỘI,2000,Gà nội địa,1071,68730648
